Included,userid,userid_y,category,Pi_alters_ratio,USLR,SLR,dataset
4,167.0,39235.0,CB-1H-MFN,0.9107668523968874,0.08407079646017701,1.1252399232245682,BrightKite
5,167.0,947.0,CB-1H-MFN,0.91678364068522,0.08407079646017701,1.285988483685221,BrightKite
6,167.0,900.0,CB-1H-MFN,0.9194665438743952,0.08407079646017701,1.4592130518234163,BrightKite
7,167.0,25.0,CB-1H-MFN,0.9178698658297368,0.10176991150442477,1.6228406909788868,BrightKite
8,167.0,29.0,CB-1H-MFN,0.919550865888394,0.10176991150442477,1.763915547024952,BrightKite
9,167.0,1083.0,CB-1H-MFN,0.9208422586263536,0.10176991150442477,1.9788867562380044,BrightKite
10,167.0,1944.0,CB-1H-MFN,0.9216344674266524,0.11504424778761063,2.1185220729366603,BrightKite
1,189.0,101.0,CB-1H-MFN,0.5439741355998485,0.10526315789473684,0.15208503679476695,BrightKite
2,189.0,49.0,CB-1H-MFN,0.4759997225616744,0.2657894736842105,0.3540474243663124,BrightKite
3,189.0,1180.0,CB-1H-MFN,0.5449164967841086,0.29473684210526313,0.4276369582992641,BrightKite
4,189.0,50.0,CB-1H-MFN,0.6023776783299664,0.32894736842105265,0.5053147996729354,BrightKite
5,189.0,1160.0,CB-1H-MFN,0.6565432374664621,0.36578947368421055,0.6091578086672118,BrightKite
6,189.0,112.0,CB-1H-MFN,0.7328592458182767,0.3868421052631579,0.6991005723630417,BrightKite
7,189.0,995.0,CB-1H-MFN,0.7390555302002167,0.3973684210526316,0.7162714636140638,BrightKite
8,189.0,962.0,CB-1H-MFN,0.746004446602726,0.4052631578947368,0.7538838920686836,BrightKite
9,189.0,27.0,CB-1H-MFN,0.7623191253445349,0.41842105263157897,0.8331970564186427,BrightKite
10,189.0,1350.0,CB-1H-MFN,0.7681325056410856,0.41842105263157897,0.8683565004088307,BrightKite
1,195.0,17581.0,CB-1H-MFN,0.5742781696153293,0.08860759493670886,0.33074265975820377,BrightKite
2,195.0,5014.0,CB-1H-MFN,0.6650368870045069,0.16455696202531644,0.7124352331606217,BrightKite
3,195.0,1776.0,CB-1H-MFN,0.7092987617916869,0.21518987341772156,1.1208981001727116,BrightKite
4,195.0,928.0,CB-1H-MFN,0.8445668604491635,0.2278481012658228,1.3557858376511227,BrightKite
5,195.0,6941.0,CB-1H-MFN,0.8517817950486779,0.2278481012658228,1.3981001727115716,BrightKite
6,195.0,2038.0,CB-1H-MFN,0.8479172579804394,0.2405063291139241,1.5017271157167533,BrightKite
7,195.0,2206.0,CB-1H-MFN,0.8508703590450092,0.2405063291139241,1.540587219343696,BrightKite
8,195.0,2977.0,CB-1H-MFN,0.8494547081141843,0.2405063291139241,1.6096718480138168,BrightKite
9,195.0,7001.0,CB-1H-MFN,0.8534263687444534,0.26582278481012656,1.729706390328152,BrightKite
10,195.0,27399.0,CB-1H-MFN,0.8573469508573064,0.26582278481012656,1.885146804835924,BrightKite
1,214.0,7440.0,CB-1H-MFN,0.6328528640899561,0.003194888178913738,0.08482792050412022,BrightKite
2,214.0,9751.0,CB-1H-MFN,0.5666367056376298,0.003194888178913738,0.22491517207949588,BrightKite
3,214.0,7646.0,CB-1H-MFN,0.5186895959910794,0.009584664536741214,0.31119728550654385,BrightKite
4,214.0,2426.0,CB-1H-MFN,0.5670293146704243,0.009584664536741214,0.43965099369849736,BrightKite
5,214.0,1505.0,CB-1H-MFN,0.5503860128159971,0.009584664536741214,0.5821619001454192,BrightKite
6,214.0,5627.0,CB-1H-MFN,0.5443976795344023,0.01597444089456869,0.7237033446437228,BrightKite
7,214.0,8040.0,CB-1H-MFN,0.5589240897571387,0.01597444089456869,0.7949587978671837,BrightKite
8,214.0,5658.0,CB-1H-MFN,0.5527508723034699,0.02236421725239616,0.8686379059621909,BrightKite
9,214.0,9737.0,CB-1H-MFN,0.5637152997915854,0.025559105431309903,0.8826951042171595,BrightKite
10,214.0,8987.0,CB-1H-MFN,0.572181408841958,0.025559105431309903,0.9408628211342704,BrightKite
1,215.0,26184.0,CB-1H-MFN,0.9729159382915572,0.024390243902439025,0.63189448441247,BrightKite
2,215.0,6589.0,CB-1H-MFN,0.9729248415099676,0.04878048780487805,1.274580335731415,BrightKite
3,215.0,7607.0,CB-1H-MFN,0.9757378144116636,0.04878048780487805,1.9064748201438848,BrightKite
4,215.0,1997.0,CB-1H-MFN,0.9754523689371276,0.07317073170731707,2.545563549160672,BrightKite
5,215.0,1776.0,CB-1H-MFN,0.983284386148342,0.17073170731707318,3.2170263788968825,BrightKite
6,215.0,644.0,CB-1H-MFN,0.9976438633671744,0.2195121951219512,3.371702637889688,BrightKite
7,215.0,652.0,CB-1H-MFN,1.00046785010395,0.2195121951219512,3.525179856115108,BrightKite
8,215.0,7566.0,CB-1H-MFN,1.001232825991205,0.2195121951219512,4.157074340527578,BrightKite
9,215.0,2959.0,CB-1H-MFN,1.000553093753172,0.2682926829268293,4.315347721822542,BrightKite
10,215.0,26982.0,CB-1H-MFN,1.0007536158022543,0.2682926829268293,4.468824940047962,BrightKite
1,295.0,11429.0,CB-1H-MFN,0.9303083816712776,0.010610079575596816,0.15443686006825938,BrightKite
2,295.0,300.0,CB-1H-MFN,0.8890710814544004,0.1246684350132626,0.22610921501706485,BrightKite
3,295.0,2476.0,CB-1H-MFN,0.9032524317350992,0.13793103448275862,0.25341296928327645,BrightKite
4,295.0,1522.0,CB-1H-MFN,0.9172461139848894,0.14058355437665782,0.30716723549488056,BrightKite
5,295.0,2140.0,CB-1H-MFN,0.917115420470202,0.16180371352785147,0.3839590443686007,BrightKite
6,295.0,1770.0,CB-1H-MFN,0.9279719880366648,0.16180371352785147,0.4513651877133106,BrightKite
7,295.0,26669.0,CB-1H-MFN,0.9646319941043984,0.16180371352785147,0.6006825938566553,BrightKite
8,295.0,9328.0,CB-1H-MFN,0.965279134720438,0.1830238726790451,0.6424914675767918,BrightKite
9,295.0,2644.0,CB-1H-MFN,0.9739546776949171,0.1883289124668435,0.7423208191126279,BrightKite
10,295.0,6304.0,CB-1H-MFN,0.9748372454767942,0.19363395225464192,0.7465870307167235,BrightKite
1,362.0,2061.0,CB-1H-MFN,0.5807637758134357,0.035897435897435895,0.36193029490616624,BrightKite
2,362.0,9000.0,CB-1H-MFN,0.8426333372953447,0.07179487179487179,0.7225201072386059,BrightKite
3,362.0,1033.0,CB-1H-MFN,0.8614574669108511,0.09230769230769233,1.0898123324396782,BrightKite
4,362.0,981.0,CB-1H-MFN,0.8661701136649687,0.09230769230769233,1.3619302949061662,BrightKite
5,362.0,69.0,CB-1H-MFN,0.8613183563907557,0.1641025641025641,1.6273458445040214,BrightKite
6,362.0,354.0,CB-1H-MFN,0.8814279235378987,0.1794871794871795,1.9812332439678284,BrightKite
7,362.0,33500.0,CB-1H-MFN,0.8900702839635269,0.1794871794871795,2.158176943699732,BrightKite
8,362.0,4639.0,CB-1H-MFN,0.8886692550967046,0.18974358974358974,2.428954423592493,BrightKite
9,362.0,1898.0,CB-1H-MFN,0.8846959243357083,0.2,2.733243967828418,BrightKite
10,362.0,8565.0,CB-1H-MFN,0.8909375912335316,0.20512820512820512,3.0844504021447716,BrightKite
1,364.0,9792.0,CB-1H-MFN,0.3391794142316824,0.04970178926441352,0.02320987654320988,BrightKite
2,364.0,4678.0,CB-1H-MFN,0.2594978792969955,0.05964214711729623,0.03061728395061728,BrightKite
3,364.0,1582.0,CB-1H-MFN,0.3066070650142321,0.07157057654075548,0.03851851851851852,BrightKite
4,364.0,4657.0,CB-1H-MFN,0.3049387815287457,0.08548707753479125,0.047901234567901234,BrightKite
5,364.0,12815.0,CB-1H-MFN,0.3543111854040754,0.09542743538767397,0.10222222222222224,BrightKite
6,364.0,9101.0,CB-1H-MFN,0.3724969028941069,0.10536779324055666,0.11308641975308642,BrightKite
7,364.0,417.0,CB-1H-MFN,0.3817785445770652,0.11133200795228627,0.12691358024691354,BrightKite
8,364.0,444.0,CB-1H-MFN,0.38377323859166135,0.11332007952286285,0.13876543209876546,BrightKite
9,364.0,6222.0,CB-1H-MFN,0.38361417183625424,0.11332007952286285,0.14320987654320988,BrightKite
10,364.0,44697.0,CB-1H-MFN,0.3851189413178585,0.11332007952286285,0.145679012345679,BrightKite
1,389.0,2989.0,CB-1H-MFN,0.25930039797786514,0.017605633802816902,0.1040235525024534,BrightKite
2,389.0,5252.0,CB-1H-MFN,0.5285000946628449,0.02464788732394366,0.2639842983316977,BrightKite
3,389.0,116.0,CB-1H-MFN,0.5839147272490134,0.056338028169014086,0.2944062806673209,BrightKite
4,389.0,4639.0,CB-1H-MFN,0.5893473418006714,0.06690140845070422,0.39450441609421,BrightKite
5,389.0,1033.0,CB-1H-MFN,0.6323717668673224,0.07746478873239436,0.5024533856722276,BrightKite
6,389.0,17208.0,CB-1H-MFN,0.6322321917427879,0.07746478873239436,0.5996074582924436,BrightKite
7,389.0,7098.0,CB-1H-MFN,0.6801696130951846,0.1056338028169014,0.6535819430814525,BrightKite
8,389.0,981.0,CB-1H-MFN,0.8561094944880772,0.11971830985915492,0.8105986261040236,BrightKite
9,389.0,557.0,CB-1H-MFN,0.9203891075613266,0.13028169014084506,0.9587831207065752,BrightKite
10,389.0,3725.0,CB-1H-MFN,0.9239849529889506,0.14084507042253522,0.9636898920510304,BrightKite
1,652.0,644.0,CB-1H-MFN,0.9250051032994216,0.13333333333333333,0.6151603498542274,BrightKite
2,652.0,17061.0,CB-1H-MFN,0.9777604359309072,0.13333333333333333,1.098396501457726,BrightKite
3,652.0,25318.0,CB-1H-MFN,0.9983386132403118,0.13333333333333333,1.9635568513119532,BrightKite
4,652.0,26982.0,CB-1H-MFN,0.9985282734474844,0.13333333333333333,2.0845481049562684,BrightKite
5,652.0,215.0,CB-1H-MFN,0.9985822594630028,0.13333333333333333,2.1778425655976674,BrightKite
6,652.0,8013.0,CB-1H-MFN,0.9986904322510612,0.13333333333333333,2.299562682215744,BrightKite
7,652.0,43475.0,CB-1H-MFN,0.9988537515400672,0.13333333333333333,2.351311953352769,BrightKite
8,652.0,1386.0,CB-1H-MFN,0.9989214308275988,0.26666666666666666,2.4482507288629742,BrightKite
9,652.0,13383.0,CB-1H-MFN,0.998971805550928,0.26666666666666666,2.6690962099125364,BrightKite
10,652.0,5210.0,CB-1H-MFN,0.99896757104883,0.26666666666666666,2.747084548104956,BrightKite
1,654.0,6589.0,CB-1H-MFN,0.9778229934747642,0.004545454545454545,0.1947513812154696,BrightKite
2,654.0,8400.0,CB-1H-MFN,0.9851544429840474,0.004545454545454545,0.3895027624309392,BrightKite
3,654.0,215.0,CB-1H-MFN,1.0002593685442138,0.00909090909090909,0.5939226519337016,BrightKite
4,654.0,7607.0,CB-1H-MFN,1.0027330557365972,0.00909090909090909,0.7886740331491713,BrightKite
5,654.0,26180.0,CB-1H-MFN,1.0040691955506609,0.00909090909090909,0.9834254143646408,BrightKite
6,654.0,26184.0,CB-1H-MFN,1.000873268527796,0.00909090909090909,1.1781767955801106,BrightKite
7,654.0,2959.0,CB-1H-MFN,0.9987793082763166,0.013636363636363636,1.3508287292817682,BrightKite
8,654.0,11525.0,CB-1H-MFN,0.9999843437345548,0.013636363636363636,1.5455801104972375,BrightKite
9,654.0,7700.0,CB-1H-MFN,0.9984119998747072,0.013636363636363636,1.6519337016574585,BrightKite
10,654.0,13652.0,CB-1H-MFN,1.0011863647469668,0.013636363636363636,1.803867403314917,BrightKite
1,659.0,1523.0,CB-1H-MFN,0.2439159921059235,0.12649164677804295,0.14095238095238094,BrightKite
2,659.0,678.0,CB-1H-MFN,0.431780461182304,0.20763723150358,0.2757142857142857,BrightKite
3,659.0,635.0,CB-1H-MFN,0.5727886033039478,0.2816229116945108,0.3695238095238095,BrightKite
4,659.0,1537.0,CB-1H-MFN,0.6871286417037159,0.315035799522673,0.4061904761904762,BrightKite
5,659.0,11886.0,CB-1H-MFN,0.7144304379260414,0.324582338902148,0.4257142857142857,BrightKite
6,659.0,1525.0,CB-1H-MFN,0.7262104873551753,0.3412887828162291,0.44142857142857145,BrightKite
7,659.0,16091.0,CB-1H-MFN,0.7386566870106183,0.3532219570405728,0.4771428571428572,BrightKite
8,659.0,9792.0,CB-1H-MFN,0.7732179784045367,0.3866348448687351,0.5085714285714286,BrightKite
9,659.0,1515.0,CB-1H-MFN,0.7790742202937168,0.3985680190930788,0.5876190476190476,BrightKite
10,659.0,1143.0,CB-1H-MFN,0.7825156040808521,0.4081145584725537,0.6161904761904762,BrightKite
1,678.0,1515.0,CB-1H-MFN,0.13199968656686525,0.10112359550561796,0.08161953727506427,BrightKite
2,678.0,1143.0,CB-1H-MFN,0.23245858718031906,0.16573033707865167,0.12210796915167095,BrightKite
3,678.0,11923.0,CB-1H-MFN,0.37511868634017737,0.199438202247191,0.15488431876606684,BrightKite
4,678.0,1499.0,CB-1H-MFN,0.3823280352961057,0.2106741573033708,0.2352185089974293,BrightKite
5,678.0,9101.0,CB-1H-MFN,0.4418053303719261,0.2443820224719101,0.2602827763496144,BrightKite
6,678.0,444.0,CB-1H-MFN,0.499533759954077,0.27247191011235955,0.2892030848329049,BrightKite
7,678.0,11559.0,CB-1H-MFN,0.5256165577105898,0.2893258426966292,0.31555269922879176,BrightKite
8,678.0,11886.0,CB-1H-MFN,0.5401660193540546,0.3089887640449438,0.3386889460154241,BrightKite
9,678.0,712.0,CB-1H-MFN,0.5507463546143535,0.32865168539325845,0.3624678663239074,BrightKite
10,678.0,9792.0,CB-1H-MFN,0.5711307547134783,0.35674157303370785,0.3984575835475577,BrightKite
1,703.0,836.0,CB-1H-MFN,0.7413803577699828,0.08256880733944955,0.3125897558640498,BrightKite
2,703.0,62.0,CB-1H-MFN,0.7540721501474783,0.12538226299694188,0.5102920057443753,BrightKite
3,703.0,4641.0,CB-1H-MFN,0.7864055373753246,0.1957186544342508,0.5648635710866443,BrightKite
4,703.0,75.0,CB-1H-MFN,0.8134278850640232,0.19877675840978595,0.688367640019148,BrightKite
5,703.0,1140.0,CB-1H-MFN,0.827954311603909,0.22018348623853207,0.8286261369076113,BrightKite
6,703.0,1156.0,CB-1H-MFN,0.8315576231399072,0.22935779816513766,0.9770224988032552,BrightKite
7,703.0,2772.0,CB-1H-MFN,0.8358388880804063,0.2324159021406728,1.0828147438966012,BrightKite
8,703.0,1192.0,CB-1H-MFN,0.8420470614676828,0.25382262996941896,1.122546673049306,BrightKite
9,703.0,68.0,CB-1H-MFN,0.8517072377953988,0.25382262996941896,1.247965533748205,BrightKite
10,703.0,1528.0,CB-1H-MFN,0.8613084191554656,0.2599388379204893,1.3322163714696027,BrightKite
1,824.0,69.0,CB-1H-MFN,0.9676614383280104,0.771978021978022,0.6634078212290503,BrightKite
2,824.0,362.0,CB-1H-MFN,0.9837648174781312,0.771978021978022,0.7681564245810056,BrightKite
3,824.0,9000.0,CB-1H-MFN,0.9983497114273396,0.771978021978022,0.8603351955307262,BrightKite
4,824.0,10044.0,CB-1H-MFN,1.0126989031482394,0.771978021978022,0.9441340782122905,BrightKite
5,824.0,354.0,CB-1H-MFN,1.025115585032548,0.771978021978022,1.032122905027933,BrightKite
6,824.0,47690.0,CB-1H-MFN,1.0359013685974403,0.771978021978022,1.1243016759776536,BrightKite
7,824.0,12415.0,CB-1H-MFN,1.0476493067675374,0.771978021978022,1.196927374301676,BrightKite
8,824.0,961.0,CB-1H-MFN,1.0507078502274911,0.771978021978022,1.2094972067039107,BrightKite
9,824.0,19406.0,CB-1H-MFN,1.0597254214800496,0.771978021978022,1.2751396648044693,BrightKite
10,824.0,1033.0,CB-1H-MFN,1.0669676419859386,0.771978021978022,1.3589385474860336,BrightKite
1,836.0,703.0,CB-1H-MFN,0.8866513694413325,0.12735849056603776,0.31500241196333817,BrightKite
2,836.0,62.0,CB-1H-MFN,0.8874862669474806,0.15566037735849056,0.5045827303424988,BrightKite
3,836.0,1156.0,CB-1H-MFN,0.9062869131968552,0.1650943396226415,0.6859623733719248,BrightKite
4,836.0,1140.0,CB-1H-MFN,0.9118501777611776,0.2216981132075472,0.8109020742884708,BrightKite
5,836.0,75.0,CB-1H-MFN,0.9566191452784968,0.2358490566037736,0.9397009165460684,BrightKite
6,836.0,2772.0,CB-1H-MFN,0.9577777221862838,0.24056603773584906,1.0569223347805112,BrightKite
7,836.0,183.0,CB-1H-MFN,0.9612786895692078,0.24056603773584906,1.125904486251809,BrightKite
8,836.0,1315.0,CB-1H-MFN,0.960846758108686,0.2735849056603773,1.270139893873613,BrightKite
9,836.0,17.0,CB-1H-MFN,0.960462132247798,0.3632075471698113,1.3101784852870235,BrightKite
10,836.0,1350.0,CB-1H-MFN,0.9699144217991584,0.3632075471698113,1.397973950795948,BrightKite
1,900.0,167.0,CB-1H-MFN,0.8234837884048883,0.040404040404040414,0.4262101534828808,BrightKite
2,900.0,1087.0,CB-1H-MFN,0.9095982036252972,0.101010101010101,0.8547815820543093,BrightKite
3,900.0,39235.0,CB-1H-MFN,0.9200873696547932,0.1111111111111111,1.2727272727272727,BrightKite
4,900.0,21.0,CB-1H-MFN,0.9197865251839276,0.12121212121212123,1.7095631641086186,BrightKite
5,900.0,29.0,CB-1H-MFN,0.9236274370038952,0.1414141414141414,2.0342384887839438,BrightKite
6,900.0,1083.0,CB-1H-MFN,0.9255299671378324,0.1717171717171717,2.4639905548996457,BrightKite
7,900.0,906.0,CB-1H-MFN,0.9459533654724838,0.2727272727272727,2.569067296340024,BrightKite
8,900.0,12.0,CB-1H-MFN,0.95554480895702,0.42424242424242425,2.905548996458087,BrightKite
9,900.0,882.0,CB-1H-MFN,0.9602538988358592,0.4444444444444444,3.2077922077922083,BrightKite
10,900.0,3384.0,CB-1H-MFN,0.9605988782779141,0.4545454545454545,3.656434474616293,BrightKite
1,959.0,961.0,CB-1H-MFN,0.44268405270575056,0.07952622673434856,0.035238095238095235,BrightKite
2,959.0,6855.0,CB-1H-MFN,0.3711323851360437,0.08121827411167512,0.07333333333333332,BrightKite
3,959.0,8168.0,CB-1H-MFN,0.3516457389436693,0.08629441624365483,0.1123809523809524,BrightKite
4,959.0,993.0,CB-1H-MFN,0.4535487507678949,0.09813874788494076,0.12095238095238095,BrightKite
5,959.0,18792.0,CB-1H-MFN,0.4574764936484162,0.10152284263959392,0.1380952380952381,BrightKite
6,959.0,12091.0,CB-1H-MFN,0.4620709904212767,0.10321489001692047,0.14,BrightKite
7,959.0,5745.0,CB-1H-MFN,0.4676630023523372,0.10490693739424704,0.1438095238095238,BrightKite
8,959.0,8454.0,CB-1H-MFN,0.4682963265558279,0.10490693739424704,0.1457142857142857,BrightKite
9,959.0,2378.0,CB-1H-MFN,0.4716301168354631,0.1065989847715736,0.15047619047619049,BrightKite
10,959.0,973.0,CB-1H-MFN,0.4726948285966441,0.10829103214890017,0.15761904761904766,BrightKite
1,969.0,1087.0,CB-1H-MFN,0.5546217682993798,0.030226700251889168,0.18811881188118806,BrightKite
2,969.0,167.0,CB-1H-MFN,0.5817379946041465,0.04282115869017632,0.3748231966053748,BrightKite
3,969.0,52.0,CB-1H-MFN,0.6796081800894404,0.09571788413098237,0.5282885431400283,BrightKite
4,969.0,21.0,CB-1H-MFN,0.6818293889993827,0.11586901763224182,0.7256011315417256,BrightKite
5,969.0,2.0,CB-1H-MFN,0.6848389816283429,0.1309823677581864,0.9144271570014144,BrightKite
6,969.0,3384.0,CB-1H-MFN,0.6816620081994869,0.13350125944584382,1.0926449787835926,BrightKite
7,969.0,1083.0,CB-1H-MFN,0.6969829438889269,0.14357682619647355,1.275106082036775,BrightKite
8,969.0,25.0,CB-1H-MFN,0.6971621348240731,0.14357682619647355,1.4618104667609615,BrightKite
9,969.0,39235.0,CB-1H-MFN,0.7050307028856042,0.14357682619647355,1.6315417256011315,BrightKite
10,969.0,900.0,CB-1H-MFN,0.7127047596356493,0.14357682619647355,1.8026874115983027,BrightKite
1,1033.0,2989.0,CB-1H-MFN,0.9379104197457028,0.16666666666666666,0.8236775818639799,BrightKite
2,1033.0,2061.0,CB-1H-MFN,0.94713703162221,0.2333333333333333,1.5869017632241813,BrightKite
3,1033.0,43797.0,CB-1H-MFN,0.9530847666499648,0.2333333333333333,2.0554156171284634,BrightKite
4,1033.0,8565.0,CB-1H-MFN,0.960509602287244,0.3333333333333333,2.8211586901763224,BrightKite
5,1033.0,362.0,CB-1H-MFN,0.9657809935712915,0.5,3.5113350125944582,BrightKite
6,1033.0,354.0,CB-1H-MFN,0.9934038969180516,0.5666666666666667,4.2569269521410575,BrightKite
7,1033.0,557.0,CB-1H-MFN,0.9939731197722772,0.6,5.0151133501259455,BrightKite
8,1033.0,4639.0,CB-1H-MFN,0.9941408326278912,0.6,5.491183879093199,BrightKite
9,1033.0,1898.0,CB-1H-MFN,0.993883051622714,0.6333333333333333,6.068010075566749,BrightKite
10,1033.0,981.0,CB-1H-MFN,0.9948473773064938,0.6666666666666666,6.584382871536523,BrightKite
1,1087.0,167.0,CB-1H-MFN,0.7170287521984391,0.037671232876712334,0.4404761904761905,BrightKite
2,1087.0,35.0,CB-1H-MFN,0.7432269714028401,0.4280821917808219,0.5833333333333334,BrightKite
3,1087.0,3384.0,CB-1H-MFN,0.8093057071594835,0.4349315068493151,0.8261904761904761,BrightKite
4,1087.0,21.0,CB-1H-MFN,0.8093639764531935,0.4486301369863014,1.052857142857143,BrightKite
5,1087.0,39235.0,CB-1H-MFN,0.8388807161507568,0.4486301369863014,1.2623809523809524,BrightKite
6,1087.0,25.0,CB-1H-MFN,0.8744780392176185,0.4589041095890411,1.4185714285714286,BrightKite
7,1087.0,2.0,CB-1H-MFN,0.8782249669378469,0.4931506849315068,1.5638095238095238,BrightKite
8,1087.0,1083.0,CB-1H-MFN,0.9029434848680616,0.4965753424657534,1.7761904761904759,BrightKite
9,1087.0,29.0,CB-1H-MFN,0.9028489812343808,0.5,1.9142857142857144,BrightKite
10,1087.0,947.0,CB-1H-MFN,0.906219319336079,0.5,2.072857142857143,BrightKite
1,1140.0,836.0,CB-1H-MFN,0.11421033764554538,0.06032482598607888,0.18905109489051092,BrightKite
2,1140.0,1160.0,CB-1H-MFN,0.3474225554209646,0.09976798143851508,0.31313868613138685,BrightKite
3,1140.0,1170.0,CB-1H-MFN,0.4273575927377049,0.12993039443155452,0.4043795620437956,BrightKite
4,1140.0,189.0,CB-1H-MFN,0.5196248694414629,0.16937354988399073,0.5058394160583941,BrightKite
5,1140.0,17.0,CB-1H-MFN,0.5427645964061131,0.22273781902552206,0.5846715328467154,BrightKite
6,1140.0,1156.0,CB-1H-MFN,0.5501741431886784,0.22505800464037126,0.7510948905109489,BrightKite
7,1140.0,962.0,CB-1H-MFN,0.582663493794621,0.2366589327146172,0.7948905109489051,BrightKite
8,1140.0,1179.0,CB-1H-MFN,0.5934355511072765,0.2529002320185615,0.8467153284671532,BrightKite
9,1140.0,49.0,CB-1H-MFN,0.5972984966498766,0.26218097447795824,0.9627737226277372,BrightKite
10,1140.0,1171.0,CB-1H-MFN,0.6220342167635171,0.2668213457076566,0.9890510948905108,BrightKite
1,1142.0,3149.0,CB-1H-MFN,0.2998105281843857,0.07510729613733906,0.04859456884230586,BrightKite
2,1142.0,1170.0,CB-1H-MFN,0.454235182895985,0.15879828326180254,0.09909480705097666,BrightKite
3,1142.0,836.0,CB-1H-MFN,0.6590635658470324,0.18669527896995708,0.1810385898046689,BrightKite
4,1142.0,1148.0,CB-1H-MFN,0.6858210932608348,0.203862660944206,0.207717960933778,BrightKite
5,1142.0,17.0,CB-1H-MFN,0.7324662803559246,0.2467811158798283,0.2582181991424488,BrightKite
6,1142.0,1149.0,CB-1H-MFN,0.7498388106033606,0.2553648068669528,0.2877560743211053,BrightKite
7,1142.0,974.0,CB-1H-MFN,0.7575024277290029,0.259656652360515,0.2963315864697475,BrightKite
8,1142.0,2055.0,CB-1H-MFN,0.7668800250008578,0.259656652360515,0.30443068127679845,BrightKite
9,1142.0,169.0,CB-1H-MFN,0.7709462406698702,0.2639484978540773,0.3120533587422582,BrightKite
10,1142.0,1180.0,CB-1H-MFN,0.7753119607987278,0.26824034334763946,0.3311100524059076,BrightKite
